visit,wait,slow,fast
5.208,1,1,0
5.232,2,1,0
5.256,2,0,0
5.28,2,0,0
5.304,2,0,0
5.328,2,0,0
5.352,6,0,0
5.376,6,0,0
5.4,6,0,0
5.4240003,6,0,0
5.448,6,0,0
5.472,6,0,0
5.496,6,0,0
5.52,6,0,0
5.544,6,0,0
5.568,7,0,0
5.592,7,0,0
5.616,7,0,0
5.64,7,0,0
5.664,7,0,0
5.688,7,0,0
5.712,7,0,0
5.736,7,0,1
5.76,6,0,1
5.784,6,0,1
5.808,6,0,1
5.8320003,6,0,1
5.856,6,0,1
5.88,6,0,1
5.9040003,6,0,1
5.928,7,0,1
5.952,7,0,1
5.976,7,0,2
6,11,1,1
6.024,8,0,1
6.048,8,0,2
6.072,8,0,2
6.096,7,0,2
6.12,7,0,2
6.144,7,0,2
6.168,7,0,1
6.192,7,0,1
6.216,7,0,0
6.2400002,7,0,0
6.264,7,0,0
6.288,7,0,0
6.3120003,7,0,0
6.336,7,0,0
6.36,7,0,1
6.384,8,0,0
6.408,8,0,0
6.432,8,0,1
6.456,8,0,1
6.48,8,0,1
6.504,8,0,1
6.528,8,0,1
6.552,8,0,1
6.576,8,0,1
6.6,8,0,2
6.624,8,0,2
6.6480002,8,0,2
6.672,8,0,1
6.696,8,0,1
6.7200003,8,0,1
6.744,8,0,1
6.768,8,0,0
6.7920003,9,0,1
6.816,10,0,0
6.84,11,0,0
6.864,11,0,0
6.888,12,0,1
6.912,12,0,1
6.936,12,1,1
6.96,12,1,1
6.984,12,1,1
7.008,13,1,1
7.032,13,1,1
7.056,13,1,1
7.08,13,1,1
7.104,13,1,1
7.1280003,13,1,0
7.152,13,1,1
7.176,13,1,2
7.2000003,13,1,2
7.224,14,1,3
7.248,14,1,3
7.272,14,1,3
7.296,14,1,3
7.32,14,1,2
7.344,14,2,2
7.368,13,1,2
7.392,11,1,2
7.416,11,1,2
7.44,11,1,2
7.464,12,1,0
7.488,11,1,0
7.512,11,0,0
7.5360003,12,0,0
7.56,13,0,0
7.584,14,0,0
7.6080003,14,0,0
7.632,14,0,0
7.656,14,0,0
7.6800003,14,0,0
7.704,14,1,0
7.728,14,1,0
7.752,14,2,0
7.776,14,2,0
7.8,15,2,0
7.824,15,2,0
7.848,15,2,0
7.872,15,2,0
7.896,15,0,0
7.92,15,0,0
7.9440002,15,0,0
7.968,15,0,1
7.992,14,0,0
8.016,14,0,0
8.04,14,0,0
8.064,14,0,0
8.088,15,0,0
8.112,15,0,0
8.136,14,0,0
8.16,14,0,0
8.184,13,0,0
8.208,13,0,0
8.232,14,0,0
8.2560005,15,0,0
8.28,15,0,1
8.304,15,0,0
8.328,15,1,0
8.352,14,1,0
8.376,12,2,0
8.4,12,2,0
8.424,12,2,1
8.448,12,2,1
8.472,12,1,1
8.496,13,1,1
8.52,12,1,1
8.544,12,0,1
8.568,12,0,1
8.592,12,0,1
8.616,12,0,1
8.64,12,0,1
8.6640005,12,0,1
8.688,12,0,1
8.712,12,0,0
8.736,12,0,0
8.76,12,0,0
8.784,12,0,0
8.808,12,0,1
8.832,15,0,1
8.856,14,0,1
8.88,14,0,1
8.904,14,0,1
8.928,14,0,1
8.952,14,1,1
8.976,14,1,1
9,13,1,1
9.024,12,1,1
9.048,12,1,1
9.0720005,12,1,2
9.096,12,1,2
9.12,12,1,1
9.144,12,2,1
9.168,13,2,1
9.192,12,2,1
9.216,12,2,1
9.24,11,2,1
9.264,10,2,1
9.288,10,2,0
9.312,10,2,0
9.336,10,2,0
9.36,10,2,0
9.384,10,3,0
9.408,10,3,0
9.432,10,3,0
9.456,10,3,0
9.4800005,10,3,0
9.504,10,3,1
9.528,10,3,1
9.552,9,3,1
9.576,9,3,1
9.6,7,3,1
9.624001,6,2,2
9.648,6,2,2
9.672,7,2,2
9.696,7,2,2
9.72,7,2,3
9.744,7,2,3
9.768,7,1,3
9.792,7,1,2
9.816,7,2,2
9.84,8,2,2
9.864,8,2,1
9.8880005,7,2,1
9.912,7,2,1
9.936,7,2,1
9.96,8,2,1
9.984,8,2,1
10.008,9,2,0
10.032001,9,2,0
10.056,9,2,1
10.08,8,2,1
10.104,9,2,1
10.128,8,2,1
10.152,8,2,1
10.176,8,2,1
10.2,8,2,1
10.224,8,2,1
10.248,8,2,1
10.272,7,2,1
10.2960005,7,2,1
10.32,7,2,0
10.344,7,2,0
10.368,9,2,1
10.392,9,2,1
10.416,9,2,1
10.440001,8,3,1
10.464,8,3,1
10.488,8,4,1
10.512,8,4,1
10.536,8,3,2
10.56,6,3,2
10.584,6,2,2
10.608,5,2,2
10.632,5,2,1
10.656,5,2,1
10.68,5,2,1
10.704,6,3,1
10.728,6,3,1
10.752,7,3,1
10.776,7,4,1
10.8,8,4,0
10.824,8,4,0
10.848001,8,4,0
10.872,8,4,0
10.896,8,4,0
10.92,8,4,0
10.944,8,4,0
10.968,8,4,0
10.992,7,4,0
11.016,7,3,0
11.04,9,2,0
11.064,9,2,0
11.088,8,2,0
11.112,8,2,0
11.136,8,2,0
11.16,8,2,0
11.184,8,2,0
11.208,8,2,0
11.232,8,2,0
11.2560005,8,2,0
11.28,9,2,0
11.304,9,2,0
11.328,10,2,0
11.352,12,2,0
11.376,12,2,0
11.400001,12,1,0
11.424,12,1,0
11.448,12,1,0
11.472,12,1,0
11.496,12,1,0
11.52,12,1,0
11.544,12,1,0
11.568,11,1,0
11.592,11,1,0
11.616,11,1,0
11.64,12,1,0
11.6640005,12,1,0
11.688,11,1,0
11.712,11,1,0
11.736,10,1,0
11.76,10,1,0
11.784,10,1,0
11.808001,10,1,0
11.832,10,1,0
11.856,10,0,0
11.88,10,0,0
11.904,10,0,1
11.928,10,0,1
11.952,10,0,0
11.976,10,0,0
12,10,0,0
12.024,10,0,0
12.048,10,0,0
12.0720005,10,0,0
12.096,10,0,0
12.12,10,0,0
12.144,10,0,1
12.168,10,0,0
12.192,10,0,0
12.216001,10,1,0
12.24,9,1,1
12.264,9,1,0
12.288,9,1,0
12.312,9,1,0
12.336,10,1,0
12.36,10,1,0
12.384,10,1,1
12.408,10,1,1
12.432,10,0,0
12.456,10,0,0
12.4800005,10,1,0
12.504,10,1,0
12.528,10,1,0
12.552,10,1,0
12.576,10,1,0
12.6,10,1,0
12.624001,10,1,0
12.648,10,1,0
12.672,10,1,0
12.696,10,1,0
12.72,10,1,0
12.744,10,0,0
12.768,9,0,0
12.792,8,0,0
12.816,8,0,0
12.84,8,0,0
12.864,8,0,0
12.8880005,9,0,0
12.912,9,0,0
12.936,9,0,0
12.96,9,0,0
12.984,9,0,0
13.008,9,0,0
13.032001,9,0,0
13.056,9,0,0
13.08,9,0,0
13.104,9,0,0
13.128,7,0,0
13.152,7,0,0
13.176,7,0,0
13.2,7,0,0
13.224,7,0,0
13.248,7,0,0
13.272,7,0,0
13.2960005,8,0,0
13.32,8,0,0
13.344,8,0,0
13.368,8,0,1
13.392,8,0,1
13.416,8,1,1
13.440001,8,0,1
13.464,6,0,1
13.488,6,0,1
13.512,6,0,1
13.536,6,0,1
13.56,6,1,1
13.584001,6,1,1
13.608,6,1,1
13.632,6,1,1
13.656,6,2,0
13.68,6,2,0
13.704,6,1,0
13.728,6,1,0
13.752,6,1,0
13.776,6,1,0
13.8,6,1,0
13.824,6,1,0
13.848001,6,1,0
13.872,6,1,0
13.896,6,1,0
13.92,6,1,1
13.944,7,1,1
13.968,7,1,1
13.992001,7,1,1
14.016,7,1,1
14.04,7,1,1
14.064,7,1,1
14.088,7,0,1
14.112,8,0,1
14.136,8,0,1
14.16,8,0,1
14.184,7,0,1
14.208,7,1,1
14.232,7,2,1
14.2560005,7,2,1
14.28,7,2,1
14.304,7,2,0
14.328,7,2,0
14.352,7,2,0
14.376,7,2,0
14.400001,7,2,0
14.424,7,1,0
14.448,7,1,0
14.472,7,1,0
14.496,7,1,1
14.52,7,1,1
14.544,7,1,1
14.568,7,1,1
14.592,7,1,0
14.616,7,1,0
14.64,7,1,0
14.6640005,7,1,0
14.688,8,1,0
14.712,8,1,0
14.736,8,1,0
14.76,9,1,0
14.784,8,1,0
14.808001,8,1,0
14.832,8,1,0
14.856,8,1,0
14.88,8,1,0
14.904,8,1,1
14.928,8,1,0
14.952,8,2,0
14.976,8,2,0
15,8,2,0
15.024,9,4,0
15.048,9,4,0
15.0720005,9,4,0
15.096,9,3,0
15.12,9,3,0
15.144,9,3,0
15.168,9,3,0
15.192,10,3,0
15.216001,10,3,0
15.24,10,3,0
15.264,10,3,0
15.288,10,3,0
15.312,10,3,0
15.336,10,3,0
15.360001,10,3,0
15.384,11,3,0
15.408,11,3,0
15.432,11,4,0
15.456,10,4,0
15.4800005,10,4,0
15.504,11,4,0
15.528,11,4,0
15.552,11,4,0
15.576,11,3,0
15.6,11,3,0
15.624001,11,2,0
15.648,11,2,0
15.672,11,2,0
15.696,12,2,0
15.72,12,3,0
15.744,12,2,0
15.768001,12,2,0
15.792,12,2,1
15.816,11,2,1
15.84,12,2,1
15.864,12,2,1
15.8880005,12,2,1
15.912,13,2,1
15.936,13,2,1
15.96,13,2,1
15.984,13,2,1
16.008,13,2,1
16.032,12,2,1
16.056,12,3,1
16.08,12,2,1
16.104,12,2,0
16.128,12,2,0
16.152,12,2,0
16.176,12,2,0
16.2,12,2,0
16.224,12,2,0
16.248,11,2,0
16.272,11,2,0
16.296,11,2,0
16.32,11,2,0
16.344,11,3,0
16.368,11,3,0
16.392,11,3,0
16.416,11,3,0
16.44,11,3,0
16.464,11,3,0
16.488,10,3,0
16.512001,10,3,0
16.536,10,3,0
16.56,10,3,0
16.584,10,3,0
16.608,10,3,0
16.632,10,3,0
16.656,10,3,0
16.68,10,3,0
16.704,10,2,0
16.728,10,2,0
16.752,10,1,0
16.776001,10,1,0
16.8,10,1,0
16.824,10,1,0
16.848,11,2,0
16.872,11,2,0
16.896,11,2,0
16.92,11,2,0
16.944,11,1,0
16.968,11,1,1
16.992,11,1,0
17.016,11,1,0
17.04,11,1,0
17.064001,11,1,0
17.088,11,1,0
17.112,11,1,0
17.136,11,1,0
17.16,10,1,0
17.184,10,1,0
17.208,11,1,1
17.232,11,1,1
17.256,10,1,0
17.28,10,1,0
17.304,10,1,0
17.328001,10,1,0
17.352,10,1,0
17.376,10,1,0
17.4,11,2,0
17.424,11,2,0
17.448,11,2,0
17.472,11,2,0
17.496,11,2,0
17.52,12,2,0
17.544,12,2,0
17.568,12,1,0
17.592001,11,1,0
17.616,12,0,0
17.64,13,0,0
17.664,13,0,0
17.688,12,0,0
17.712,12,0,0
17.736,12,0,0
17.76,13,0,0
17.784,13,0,1
17.808,13,0,1
17.832,14,0,1
17.856,15,0,1
17.880001,15,0,1
17.904,15,0,1
17.928,15,0,1
17.952,15,0,1
17.976,14,0,1
18,14,0,1
18.024,13,0,1
18.048,13,0,1
18.072,13,0,1
18.096,14,0,1
18.12,14,0,3
18.144001,14,0,3
18.168,14,0,2
18.192,16,0,2
18.216,16,0,2
18.24,15,1,2
18.264,14,1,2
18.288,14,1,2
18.312,15,1,2
18.336,14,1,2
18.36,14,2,2
18.384,14,2,1
18.408,14,2,0
18.432,14,2,0
18.456,13,1,0
18.48,13,1,0
18.504,12,1,0
18.528,12,1,0
18.552,12,1,0
18.576,11,1,0
18.6,11,1,0
18.624,12,1,0
18.648,12,1,0
18.672,12,1,0
18.696001,12,1,0
18.72,13,1,0
18.744,13,1,0
18.768,14,0,0
18.792,14,0,0
18.816,14,0,0
18.84,14,0,0
18.864,14,0,0
18.888,15,1,0
18.912,15,2,0
18.936,16,2,0
18.960001,16,2,0
18.984,15,2,0
19.008,15,2,0
19.032,14,2,0
19.056,13,3,0
19.08,14,3,0
19.104,13,3,0
19.128,13,3,0
19.152,13,3,0
19.176,13,2,0
19.2,13,2,0
19.224,14,2,0
19.248001,14,1,0
19.272,14,2,0
19.296,14,2,0
19.32,13,2,0
19.344,13,2,0
19.368,14,2,0
19.392,14,2,0
19.416,14,2,0
19.44,14,2,1
19.464,14,2,1
19.488,14,1,1
19.512001,14,1,1
19.536,14,1,1
19.56,14,3,1
19.584,14,3,1
19.608,13,3,1
19.632,14,3,1
19.656,14,3,1
19.68,14,3,1
19.704,15,3,0
19.728,14,3,0
19.752,14,2,0
19.776001,14,2,0
19.8,14,2,0
19.824,14,2,0
19.848,14,2,0
19.872,14,2,0
19.896,14,2,0
19.92,15,2,0
19.944,14,2,0
19.968,14,2,1
19.992,14,2,1
20.016,14,3,1
20.04,13,3,2
20.064001,13,4,1
20.088,13,4,2
20.112,13,5,1
20.136,12,4,1
20.16,12,3,1
20.184,12,3,1
20.208,13,3,1
20.232,13,4,1
20.256,14,4,1
20.28,14,4,1
20.304,14,4,0
20.328001,14,3,0
20.352,14,3,0
20.376,14,2,0
20.4,14,2,0
20.424,15,2,0
20.448,14,2,0
20.472,14,2,0
20.496,14,2,0
20.52,14,2,0
20.544,17,3,0
20.568,17,3,0
20.592001,17,3,0
20.616001,17,3,0
20.64,17,3,0
20.664,17,3,0
20.688,17,4,0
20.712,17,3,0
20.736,17,3,0
20.76,16,3,0
20.784,15,3,0
20.808,14,4,0
20.832,14,4,0
20.856,14,3,0
20.880001,14,3,0
20.904,14,3,0
20.928,13,3,0
20.952,13,3,0
20.976,13,3,0
21,13,3,0
21.024,13,3,0
21.048,13,3,1
21.072,12,3,1
21.096,12,3,0
21.12,13,2,0
21.144001,12,1,0
21.168,12,1,0
21.192,13,1,0
21.216,13,2,0
21.24,13,2,0
21.264,12,3,0
21.288,13,3,0
21.312,13,0,0
21.336,13,0,0
21.36,13,0,0
21.384,13,0,0
21.408,14,0,0
21.432001,14,0,0
21.456,15,0,0
21.48,15,0,0
21.504,14,0,0
21.528,15,1,0
21.552,15,0,1
21.576,15,0,1
21.6,15,0,1
21.624,15,0,1
21.648,14,0,1
21.672,14,0,1
21.696001,14,1,1
21.72,13,1,1
21.744,13,1,1
21.768,13,1,1
21.792,12,0,1
21.816,12,0,0
21.84,12,0,0
21.864,12,0,0
21.888,12,1,0
21.912,12,0,0
21.936,12,0,0
21.960001,12,0,0
21.984,12,0,0
22.008,11,0,0
22.032,10,0,0
22.056,10,0,0
22.08,10,0,0
22.104,10,0,1
22.128,11,0,1
22.152,11,0,0
22.176,11,0,0
22.2,11,0,0
22.224,11,0,0
22.248001,11,0,0
22.272,11,0,0
22.296,11,0,0
22.32,11,0,0
22.344,9,0,0
22.368,9,0,0
22.392,9,0,0
22.416,9,0,0
22.44,9,0,0
22.464,10,0,1
22.488,10,0,1
22.512001,10,0,1
22.536,10,0,1
22.56,10,0,1
22.584,10,0,1
22.608,10,0,0
22.632,10,0,0
22.656,10,0,0
22.68,8,0,0
22.704,8,0,0
22.728,8,0,0
22.752,8,1,0
22.776001,8,1,0
22.800001,8,1,0
22.824,8,0,1
22.848,8,0,1
22.872,8,0,0
22.896,8,0,0
22.92,8,1,0
22.944,8,0,0
22.968,8,0,0
22.992,8,0,0
23.016,0,0,0
23.04,0,0,0
23.064001,0,0,0
23.088,0,0,0
23.112,0,0,0
23.136,0,0,0
23.16,0,0,0
23.184,0,0,0
23.208,0,0,0
23.232,0,0,0
23.256,0,0,0
23.28,0,0,0
23.304,0,0,0
23.328001,0,0,0
23.352,0,0,0
23.376,0,0,0
23.4,0,0,0
23.424,0,0,0
23.448,0,0,0
23.472,0,0,0
23.496,0,0,0
23.52,0,0,0
23.544,0,0,0
23.568,0,0,0
23.592001,0,0,0
23.616001,0,0,0
23.64,0,0,0
23.664,0,0,0
23.688,0,0,0
23.712,0,0,0
23.736,0,0,0
23.76,0,0,0
23.784,0,0,0
23.808,0,0,0
23.832,0,0,0
23.856,0,0,0
23.880001,0,0,0
23.904,0,0,0
23.928,0,0,0
23.952,0,0,0
23.976,0,0,0
