visit,wait,slow,fast
5.208,0,1,0
5.232,0,0,0
5.256,0,0,0
5.28,0,0,0
5.304,0,0,0
5.328,0,1,0
5.352,3,1,0
5.376,3,1,0
5.4,3,1,0
5.4240003,3,1,0
5.448,3,1,0
5.472,3,1,0
5.496,3,1,0
5.52,3,1,0
5.544,3,1,1
5.568,3,1,1
5.592,3,1,1
5.616,3,1,1
5.64,3,1,0
5.664,3,2,0
5.688,3,2,0
5.712,2,2,0
5.736,3,2,0
5.76,2,2,0
5.784,2,2,0
5.808,2,2,0
5.8320003,2,2,0
5.856,2,3,0
5.88,2,3,0
5.9040003,2,3,0
5.928,2,3,0
5.952,2,2,0
5.976,2,2,0
6,4,3,0
6.024,3,3,1
6.048,3,3,1
6.072,3,3,1
6.096,3,3,1
6.12,3,3,1
6.144,3,3,1
6.168,3,3,1
6.192,3,4,1
6.216,3,3,1
6.2400002,3,3,1
6.264,3,3,1
6.288,3,3,0
6.3120003,3,4,0
6.336,3,5,0
6.36,3,6,0
6.384,3,6,0
6.408,3,6,0
6.432,3,6,1
6.456,3,6,1
6.48,3,6,2
6.504,3,6,2
6.528,3,6,2
6.552,3,5,2
6.576,3,5,2
6.6,3,5,2
6.624,3,5,2
6.6480002,3,5,1
6.672,3,5,1
6.696,3,5,0
6.7200003,3,6,0
6.744,3,6,0
6.768,3,5,0
6.7920003,4,5,0
6.816,4,5,0
6.84,4,5,0
6.864,4,5,0
6.888,4,5,0
6.912,5,5,0
6.936,5,6,0
6.96,5,5,0
6.984,5,6,0
7.008,5,6,0
7.032,5,6,0
7.056,5,6,0
7.08,5,6,0
7.104,5,5,0
7.1280003,5,5,0
7.152,5,5,0
7.176,5,5,0
7.2000003,5,6,0
7.224,5,6,0
7.248,5,6,0
7.272,5,6,0
7.296,5,6,0
7.32,5,6,0
7.344,6,7,0
7.368,6,6,0
7.392,5,6,0
7.416,5,6,0
7.44,6,6,0
7.464,6,6,0
7.488,6,6,0
7.512,6,6,0
7.5360003,5,6,0
7.56,5,7,0
7.584,5,7,1
7.6080003,5,7,1
7.632,5,7,1
7.656,5,5,1
7.6800003,5,6,1
7.704,5,7,1
7.728,5,7,1
7.752,6,6,1
7.776,6,7,1
7.8,7,6,2
7.824,7,6,2
7.848,7,6,1
7.872,7,6,1
7.896,7,6,1
7.92,8,6,1
7.9440002,8,6,1
7.968,8,6,1
7.992,8,6,1
8.016,8,6,2
8.04,8,6,2
8.064,8,6,1
8.088,8,6,0
8.112,8,6,0
8.136,8,6,0
8.16,8,6,0
8.184,8,6,0
8.208,8,6,0
8.232,8,6,0
8.2560005,8,6,0
8.28,8,6,0
8.304,8,6,0
8.328,8,6,0
8.352,8,6,0
8.376,7,7,0
8.4,7,8,0
8.424,7,7,0
8.448,7,7,0
8.472,7,7,0
8.496,7,6,0
8.52,6,7,0
8.544,6,7,0
8.568,7,6,0
8.592,7,7,1
8.616,7,6,1
8.64,7,6,2
8.6640005,7,6,2
8.688,6,6,2
8.712,6,6,2
8.736,6,6,2
8.76,6,6,2
8.784,6,6,1
8.808,6,6,1
8.832,6,7,0
8.856,6,6,0
8.88,6,6,0
8.904,6,6,0
8.928,6,6,0
8.952,6,6,0
8.976,6,6,0
9,7,6,0
9.024,7,6,0
9.048,7,6,0
9.0720005,7,6,0
9.096,7,6,0
9.12,7,6,0
9.144,7,6,0
9.168,7,6,0
9.192,7,5,0
9.216,7,5,0
9.24,6,5,0
9.264,6,5,0
9.288,6,5,0
9.312,6,5,0
9.336,6,5,0
9.36,5,5,0
9.384,5,6,0
9.408,5,5,1
9.432,5,6,1
9.456,5,6,1
9.4800005,5,6,1
9.504,6,6,1
9.528,6,6,1
9.552,6,6,1
9.576,6,6,1
9.6,6,6,1
9.624001,6,6,1
9.648,6,6,1
9.672,6,6,1
9.696,6,6,0
9.72,6,6,0
9.744,6,4,0
9.768,5,4,0
9.792,4,4,0
9.816,4,4,0
9.84,5,4,0
9.864,5,4,0
9.8880005,5,5,0
9.912,5,5,0
9.936,5,6,0
9.96,5,5,0
9.984,5,4,0
10.008,6,4,0
10.032001,6,4,0
10.056,6,4,0
10.08,6,3,0
10.104,6,3,0
10.128,6,2,0
10.152,6,2,0
10.176,6,2,0
10.2,6,2,0
10.224,6,2,0
10.248,6,3,0
10.272,5,3,0
10.2960005,5,3,0
10.32,5,3,1
10.344,5,3,0
10.368,5,3,0
10.392,5,3,0
10.416,5,2,0
10.440001,5,2,0
10.464,5,3,0
10.488,5,3,0
10.512,5,3,1
10.536,5,2,1
10.56,4,2,1
10.584,4,2,1
10.608,3,2,0
10.632,3,2,0
10.656,3,2,0
10.68,4,2,0
10.704,4,2,0
10.728,4,2,0
10.752,4,2,0
10.776,3,2,0
10.8,3,2,0
10.824,3,2,0
10.848001,3,2,0
10.872,3,2,0
10.896,3,2,0
10.92,3,2,0
10.944,3,2,1
10.968,3,2,1
10.992,3,2,1
11.016,3,2,1
11.04,3,2,1
11.064,3,1,1
11.088,3,1,1
11.112,3,1,2
11.136,3,1,2
11.16,3,1,1
11.184,3,1,0
11.208,3,1,0
11.232,3,1,0
11.2560005,3,2,0
11.28,3,2,0
11.304,3,2,0
11.328,3,1,0
11.352,3,1,0
11.376,3,1,0
11.400001,3,1,0
11.424,3,2,0
11.448,3,2,0
11.472,3,2,0
11.496,3,2,0
11.52,3,2,0
11.544,3,2,0
11.568,3,2,0
11.592,3,2,0
11.616,3,2,0
11.64,3,2,0
11.6640005,3,1,0
11.688,4,1,0
11.712,4,1,1
11.736,4,1,1
11.76,4,1,1
11.784,4,1,1
11.808001,4,1,1
11.832,4,1,1
11.856,4,1,1
11.88,4,1,1
11.904,4,1,0
11.928,4,1,0
11.952,4,1,0
11.976,4,1,0
12,4,1,0
12.024,4,1,0
12.048,4,1,0
12.0720005,4,1,0
12.096,4,1,0
12.12,4,1,0
12.144,4,1,0
12.168,4,1,0
12.192,4,1,0
12.216001,4,1,0
12.24,4,1,0
12.264,5,1,0
12.288,5,1,0
12.312,5,2,0
12.336,5,2,0
12.36,5,2,0
12.384,5,2,0
12.408,5,2,0
12.432,5,3,0
12.456,5,3,0
12.4800005,5,3,0
12.504,5,3,0
12.528,5,3,0
12.552,5,2,0
12.576,5,2,0
12.6,5,2,0
12.624001,5,2,0
12.648,5,2,0
12.672,5,3,0
12.696,5,3,0
12.72,5,3,0
12.744,5,3,0
12.768,5,3,0
12.792,5,3,0
12.816,5,2,0
12.84,5,3,0
12.864,6,2,0
12.8880005,6,2,0
12.912,7,1,0
12.936,7,1,0
12.96,7,2,0
12.984,7,2,0
13.008,7,2,0
13.032001,7,1,0
13.056,7,1,0
13.08,7,1,0
13.104,7,1,0
13.128,7,1,0
13.152,7,1,0
13.176,7,2,0
13.2,7,2,0
13.224,7,2,0
13.248,7,2,0
13.272,7,2,0
13.2960005,8,2,0
13.32,8,2,0
13.344,8,2,0
13.368,8,2,0
13.392,8,2,0
13.416,8,2,0
13.440001,8,2,0
13.464,8,2,0
13.488,8,2,0
13.512,7,2,0
13.536,7,2,0
13.56,7,3,0
13.584001,7,3,0
13.608,7,3,0
13.632,7,3,0
13.656,7,4,0
13.68,7,4,0
13.704,7,3,0
13.728,7,3,0
13.752,7,3,0
13.776,7,3,0
13.8,6,3,0
13.824,6,3,0
13.848001,6,2,0
13.872,6,2,0
13.896,6,4,0
13.92,6,4,0
13.944,6,4,0
13.968,6,4,0
13.992001,6,4,0
14.016,6,4,0
14.04,6,4,0
14.064,6,4,0
14.088,6,4,0
14.112,6,4,0
14.136,6,4,0
14.16,6,4,0
14.184,6,4,0
14.208,6,4,0
14.232,6,5,0
14.2560005,6,5,0
14.28,5,6,0
14.304,5,6,0
14.328,5,6,0
14.352,5,6,0
14.376,5,6,0
14.400001,5,6,0
14.424,5,6,0
14.448,5,6,0
14.472,5,5,0
14.496,5,4,0
14.52,5,5,0
14.544,5,4,0
14.568,5,4,0
14.592,5,4,0
14.616,5,4,0
14.64,5,4,0
14.6640005,5,4,1
14.688,5,5,1
14.712,5,6,1
14.736,5,5,1
14.76,5,5,1
14.784,5,5,1
14.808001,5,5,1
14.832,5,5,1
14.856,5,6,1
14.88,5,6,1
14.904,5,6,1
14.928,4,6,1
14.952,4,6,0
14.976,4,5,0
15,4,5,0
15.024,4,5,0
15.048,5,5,0
15.0720005,5,5,0
15.096,5,5,1
15.12,5,5,0
15.144,5,5,0
15.168,5,5,0
15.192,5,5,0
15.216001,5,5,0
15.24,5,5,0
15.264,5,5,0
15.288,5,5,0
15.312,5,5,0
15.336,5,5,0
15.360001,5,5,0
15.384,6,5,0
15.408,6,5,0
15.432,6,5,0
15.456,6,5,0
15.4800005,6,5,0
15.504,7,5,0
15.528,7,5,0
15.552,7,5,0
15.576,7,5,0
15.6,7,5,0
15.624001,7,5,0
15.648,7,5,0
15.672,7,6,0
15.696,6,5,0
15.72,6,5,0
15.744,6,5,0
15.768001,6,5,0
15.792,6,6,0
15.816,5,6,0
15.84,5,6,0
15.864,5,6,0
15.8880005,5,6,0
15.912,5,6,0
15.936,5,6,0
15.96,5,6,0
15.984,5,6,0
16.008,5,5,0
16.032,4,6,0
16.056,4,5,0
16.08,4,5,0
16.104,4,4,1
16.128,4,4,1
16.152,4,4,1
16.176,4,4,1
16.2,5,4,1
16.224,5,4,1
16.248,5,4,1
16.272,5,4,1
16.296,5,4,1
16.32,5,4,1
16.344,5,4,1
16.368,5,4,1
16.392,5,4,1
16.416,5,4,1
16.44,5,3,1
16.464,5,3,0
16.488,6,3,0
16.512001,6,3,0
16.536,6,3,0
16.56,6,3,0
16.584,6,3,0
16.608,6,3,0
16.632,6,3,0
16.656,6,3,0
16.68,6,3,0
16.704,6,3,0
16.728,6,4,0
16.752,6,3,0
16.776001,6,3,0
16.8,6,3,0
16.824,6,3,0
16.848,6,3,0
16.872,6,3,0
16.896,6,3,0
16.92,6,3,0
16.944,6,3,0
16.968,6,3,0
16.992,6,3,0
17.016,6,4,0
17.04,6,3,0
17.064001,6,3,1
17.088,6,2,1
17.112,6,2,1
17.136,6,2,0
17.16,6,2,0
17.184,7,2,0
17.208,7,2,0
17.232,7,2,0
17.256,7,1,1
17.28,7,1,1
17.304,8,1,1
17.328001,8,1,1
17.352,8,1,1
17.376,8,1,1
17.4,8,1,1
17.424,8,1,0
17.448,8,1,0
17.472,8,1,0
17.496,8,2,0
17.52,8,2,0
17.544,8,2,0
17.568,8,2,0
17.592001,8,2,0
17.616,8,2,0
17.64,9,1,0
17.664,9,1,0
17.688,9,1,0
17.712,9,1,1
17.736,9,2,1
17.76,9,2,1
17.784,9,2,1
17.808,9,2,1
17.832,9,2,2
17.856,9,2,2
17.880001,9,1,2
17.904,9,1,2
17.928,9,1,2
17.952,9,0,2
17.976,9,0,2
18,9,0,3
18.024,9,0,3
18.048,9,0,2
18.072,9,1,1
18.096,9,0,1
18.12,8,0,0
18.144001,8,0,0
18.168,8,0,0
18.192,9,0,0
18.216,9,0,0
18.24,9,0,0
18.264,9,0,0
18.288,9,0,0
18.312,8,0,0
18.336,8,0,0
18.36,8,0,0
18.384,8,0,0
18.408,8,0,0
18.432,8,0,0
18.456,7,0,0
18.48,7,0,0
18.504,8,0,0
18.528,8,0,0
18.552,8,0,0
18.576,8,0,0
18.6,8,0,0
18.624,8,0,0
18.648,8,0,0
18.672,8,0,0
18.696001,8,1,0
18.72,8,1,0
18.744,8,1,0
18.768,8,0,1
18.792,8,0,1
18.816,8,0,1
18.84,8,1,1
18.864,8,1,0
18.888,9,1,0
18.912,9,1,0
18.936,9,1,0
18.960001,10,1,0
18.984,9,1,0
19.008,9,1,0
19.032,9,1,0
19.056,10,1,0
19.08,11,1,0
19.104,11,1,0
19.128,11,1,0
19.152,12,2,0
19.176,11,2,0
19.2,11,2,0
19.224,11,1,0
19.248001,11,2,0
19.272,11,1,0
19.296,11,2,0
19.32,11,2,0
19.344,10,2,0
19.368,10,2,0
19.392,10,2,0
19.416,10,2,0
19.44,10,2,0
19.464,10,2,0
19.488,11,3,0
19.512001,11,1,0
19.536,11,2,0
19.56,11,2,0
19.584,11,2,0
19.608,10,2,0
19.632,10,2,0
19.656,10,2,0
19.68,10,1,0
19.704,11,1,0
19.728,10,1,0
19.752,11,3,0
19.776001,11,3,0
19.8,11,3,0
19.824,10,3,0
19.848,10,3,0
19.872,10,3,0
19.896,10,4,0
19.92,10,3,0
19.944,10,3,0
19.968,10,3,0
19.992,10,3,0
20.016,10,4,0
20.04,10,4,0
20.064001,10,4,0
20.088,11,4,0
20.112,11,4,0
20.136,11,4,0
20.16,10,4,0
20.184,10,4,0
20.208,10,4,0
20.232,10,3,0
20.256,10,3,0
20.28,10,3,0
20.304,10,3,0
20.328001,10,3,0
20.352,10,3,0
20.376,10,3,0
20.4,9,2,0
20.424,10,3,0
20.448,10,3,0
20.472,8,3,0
20.496,8,3,0
20.52,8,3,0
20.544,8,3,0
20.568,8,2,0
20.592001,8,2,0
20.616001,8,2,0
20.64,8,2,0
20.664,8,3,0
20.688,8,2,0
20.712,8,2,1
20.736,8,3,0
20.76,9,3,0
20.784,9,3,0
20.808,9,1,0
20.832,9,1,0
20.856,9,1,0
20.880001,11,1,0
20.904,11,1,0
20.928,10,1,0
20.952,10,1,0
20.976,10,1,0
21,10,1,0
21.024,10,1,0
21.048,10,1,0
21.072,9,1,0
21.096,9,1,0
21.12,9,1,1
21.144001,8,1,1
21.168,8,1,1
21.192,9,2,1
21.216,9,2,1
21.24,9,2,0
21.264,9,2,0
21.288,9,2,0
21.312,9,2,0
21.336,9,2,0
21.36,9,3,0
21.384,9,2,0
21.408,8,2,0
21.432001,8,2,0
21.456,8,2,0
21.48,8,2,0
21.504,8,2,0
21.528,8,1,0
21.552,8,1,0
21.576,8,1,0
21.6,8,1,0
21.624,8,1,0
21.648,7,1,0
21.672,7,1,0
21.696001,7,1,0
21.72,8,1,0
21.744,8,1,0
21.768,8,1,0
21.792,7,1,0
21.816,7,1,0
21.84,6,1,0
21.864,6,1,0
21.888,6,2,0
21.912,5,1,0
21.936,5,1,0
21.960001,5,1,0
21.984,5,1,0
22.008,4,0,0
22.032,4,0,1
22.056,5,0,1
22.08,5,0,1
22.104,5,0,0
22.128,5,0,0
22.152,5,0,0
22.176,5,0,0
22.2,5,0,0
22.224,5,1,0
22.248001,5,0,0
22.272,5,1,0
22.296,5,1,0
22.32,5,1,0
22.344,3,1,0
22.368,3,1,0
22.392,3,1,0
22.416,3,1,0
22.44,3,0,0
22.464,3,0,0
22.488,4,0,0
22.512001,4,0,0
22.536,4,0,0
22.56,4,1,0
22.584,4,1,0
22.608,3,0,0
22.632,3,1,0
22.656,3,1,0
22.68,3,0,0
22.704,3,0,0
22.728,3,0,0
22.752,3,0,0
22.776001,3,0,0
22.800001,3,1,0
22.824,3,0,0
22.848,3,0,0
22.872,3,0,0
22.896,3,0,0
22.92,3,0,0
22.944,3,0,0
22.968,3,0,0
22.992,2,0,0
23.016,0,0,0
23.04,0,0,0
23.064001,0,0,0
23.088,0,0,0
23.112,0,0,0
23.136,0,0,0
23.16,0,0,0
23.184,0,0,0
23.208,0,0,0
23.232,0,0,0
23.256,0,0,0
23.28,0,0,0
23.304,0,0,0
23.328001,0,0,0
23.352,0,0,0
23.376,0,0,0
23.4,0,0,0
23.424,0,0,0
23.448,0,0,0
23.472,0,0,0
23.496,0,0,0
23.52,0,0,0
23.544,0,0,0
23.568,0,0,0
23.592001,0,0,0
23.616001,0,0,0
23.64,0,0,0
23.664,0,0,0
23.688,0,0,0
23.712,0,0,0
23.736,0,0,0
23.76,0,0,0
23.784,0,0,0
23.808,0,0,0
23.832,0,0,0
23.856,0,0,0
23.880001,0,0,0
23.904,0,0,0
23.928,0,0,0
23.952,0,0,0
23.976,0,0,0
