visit,wait,slow,fast
5.208,4,0,0
5.232,5,0,0
5.256,5,0,0
5.28,5,0,0
5.304,5,0,0
5.328,5,1,0
5.352,7,1,0
5.376,6,1,0
5.4,6,2,0
5.4240003,6,2,0
5.448,6,2,0
5.472,6,2,0
5.496,6,2,0
5.52,6,2,0
5.544,6,2,0
5.568,6,2,0
5.592,6,2,0
5.616,6,2,1
5.64,6,2,1
5.664,6,3,1
5.688,8,3,1
5.712,7,3,1
5.736,7,3,1
5.76,6,3,1
5.784,6,3,1
5.808,7,3,1
5.8320003,7,3,1
5.856,7,3,0
5.88,7,3,0
5.9040003,9,3,0
5.928,9,3,0
5.952,9,3,0
5.976,9,3,0
6,16,4,0
6.024,12,4,0
6.048,12,3,0
6.072,12,3,0
6.096,12,3,0
6.12,12,4,0
6.144,13,4,0
6.168,13,4,0
6.192,14,4,0
6.216,14,4,0
6.2400002,16,4,0
6.264,16,4,0
6.288,16,4,0
6.3120003,16,3,0
6.336,16,4,0
6.36,16,4,0
6.384,15,5,0
6.408,15,5,0
6.432,14,5,0
6.456,14,5,0
6.48,15,5,0
6.504,15,5,0
6.528,15,5,0
6.552,16,5,0
6.576,16,5,0
6.6,16,5,0
6.624,17,5,0
6.6480002,17,5,0
6.672,18,5,0
6.696,17,5,0
6.7200003,17,5,0
6.744,16,5,0
6.768,16,5,0
6.7920003,16,5,0
6.816,15,5,0
6.84,15,5,0
6.864,14,4,0
6.888,14,5,0
6.912,14,5,0
6.936,14,6,0
6.96,14,6,0
6.984,13,6,0
7.008,13,7,0
7.032,12,7,0
7.056,12,7,0
7.08,12,7,0
7.104,12,7,0
7.1280003,13,7,0
7.152,13,7,0
7.176,13,7,0
7.2000003,13,6,0
7.224,13,7,1
7.248,15,7,1
7.272,14,7,1
7.296,14,7,1
7.32,15,7,1
7.344,14,8,1
7.368,14,8,1
7.392,13,8,1
7.416,13,8,1
7.44,13,8,1
7.464,14,8,1
7.488,14,8,1
7.512,14,8,1
7.5360003,14,8,0
7.56,14,8,0
7.584,15,8,0
7.6080003,15,8,0
7.632,15,8,0
7.656,16,8,0
7.6800003,16,8,0
7.704,16,8,0
7.728,15,7,0
7.752,15,8,0
7.776,15,8,0
7.8,16,8,0
7.824,16,8,0
7.848,16,7,0
7.872,15,7,0
7.896,16,7,0
7.92,17,7,0
7.9440002,17,7,1
7.968,17,7,1
7.992,17,7,1
8.016,17,7,1
8.04,17,7,1
8.064,16,7,1
8.088,16,7,1
8.112,16,7,1
8.136,16,7,1
8.16,16,7,1
8.184,16,7,0
8.208,16,7,0
8.232,16,7,0
8.2560005,16,7,0
8.28,16,7,0
8.304,16,7,0
8.328,16,7,0
8.352,15,7,0
8.376,14,7,0
8.4,14,7,0
8.424,14,8,0
8.448,14,8,0
8.472,14,8,0
8.496,14,8,0
8.52,15,7,0
8.544,16,7,0
8.568,16,7,0
8.592,16,7,0
8.616,16,7,0
8.64,16,7,0
8.6640005,15,7,0
8.688,15,7,0
8.712,14,7,0
8.736,14,7,0
8.76,14,7,0
8.784,14,7,1
8.808,14,7,1
8.832,15,7,1
8.856,15,8,1
8.88,15,8,1
8.904,16,7,1
8.928,16,8,1
8.952,16,8,1
8.976,16,8,1
9,17,8,1
9.024,16,8,0
9.048,16,8,0
9.0720005,16,8,0
9.096,16,8,0
9.12,15,8,0
9.144,15,8,0
9.168,16,8,0
9.192,16,8,0
9.216,16,8,0
9.24,16,8,0
9.264,15,8,0
9.288,15,8,0
9.312,15,7,1
9.336,15,7,1
9.36,15,7,1
9.384,15,7,1
9.408,15,7,1
9.432,15,7,1
9.456,15,6,1
9.4800005,15,6,1
9.504,15,6,1
9.528,15,6,1
9.552,15,6,1
9.576,15,6,1
9.6,15,6,0
9.624001,14,6,0
9.648,14,6,0
9.672,16,6,0
9.696,16,6,0
9.72,16,6,0
9.744,16,6,0
9.768,15,6,0
9.792,15,5,0
9.816,14,5,0
9.84,15,4,0
9.864,15,4,0
9.8880005,15,4,0
9.912,15,4,0
9.936,14,5,0
9.96,14,5,0
9.984,14,5,0
10.008,14,5,0
10.032001,14,5,0
10.056,15,5,0
10.08,15,4,0
10.104,14,4,0
10.128,14,5,0
10.152,14,5,0
10.176,13,5,0
10.2,13,5,0
10.224,12,5,0
10.248,12,5,0
10.272,12,5,0
10.2960005,12,5,0
10.32,12,5,1
10.344,12,5,1
10.368,12,5,1
10.392,13,5,1
10.416,14,4,1
10.440001,13,3,1
10.464,13,3,1
10.488,13,3,1
10.512,13,3,1
10.536,13,3,1
10.56,13,4,1
10.584,13,4,0
10.608,12,4,0
10.632,11,4,0
10.656,11,4,0
10.68,11,4,0
10.704,13,4,0
10.728,13,4,0
10.752,14,3,0
10.776,14,2,0
10.8,14,2,0
10.824,14,1,0
10.848001,14,1,0
10.872,14,1,0
10.896,13,1,0
10.92,13,1,0
10.944,13,1,0
10.968,12,1,0
10.992,12,1,0
11.016,13,1,0
11.04,14,1,0
11.064,13,1,0
11.088,12,1,1
11.112,12,1,1
11.136,12,1,1
11.16,12,1,1
11.184,12,1,1
11.208,12,1,1
11.232,11,1,1
11.2560005,11,1,1
11.28,10,1,1
11.304,11,2,1
11.328,11,2,1
11.352,12,3,1
11.376,12,3,1
11.400001,11,3,0
11.424,11,3,0
11.448,11,3,0
11.472,11,3,0
11.496,11,3,0
11.52,11,3,0
11.544,11,3,0
11.568,11,3,0
11.592,11,3,0
11.616,11,3,0
11.64,11,3,0
11.6640005,11,3,0
11.688,11,4,0
11.712,11,4,1
11.736,10,4,1
11.76,10,3,1
11.784,10,3,1
11.808001,10,4,1
11.832,11,4,1
11.856,11,4,1
11.88,11,4,1
11.904,10,4,1
11.928,10,4,0
11.952,10,4,0
11.976,11,4,0
12,11,4,0
12.024,11,4,0
12.048,11,4,0
12.0720005,11,4,0
12.096,11,4,0
12.12,11,4,0
12.144,11,4,0
12.168,11,4,0
12.192,12,4,0
12.216001,12,4,0
12.24,12,4,0
12.264,13,4,0
12.288,13,4,0
12.312,14,4,0
12.336,14,4,0
12.36,14,4,0
12.384,14,4,0
12.408,14,4,0
12.432,13,4,0
12.456,13,4,0
12.4800005,13,4,0
12.504,13,4,0
12.528,14,4,0
12.552,14,4,0
12.576,13,5,0
12.6,13,5,0
12.624001,14,5,0
12.648,14,5,0
12.672,14,5,0
12.696,14,5,0
12.72,14,5,0
12.744,14,5,0
12.768,13,5,0
12.792,12,5,0
12.816,12,5,0
12.84,12,5,0
12.864,13,5,0
12.8880005,13,5,0
12.912,13,5,0
12.936,13,5,0
12.96,13,5,0
12.984,13,5,0
13.008,13,5,0
13.032001,13,4,0
13.056,13,4,0
13.08,13,4,0
13.104,13,3,0
13.128,13,3,0
13.152,13,3,0
13.176,13,3,0
13.2,13,3,0
13.224,13,3,0
13.248,13,3,0
13.272,12,3,0
13.2960005,13,3,0
13.32,13,3,0
13.344,13,4,0
13.368,13,4,0
13.392,13,4,0
13.416,13,4,0
13.440001,13,4,0
13.464,12,4,0
13.488,12,4,0
13.512,11,4,0
13.536,11,4,0
13.56,12,4,0
13.584001,12,5,0
13.608,12,5,0
13.632,12,5,0
13.656,12,5,0
13.68,12,5,0
13.704,12,5,0
13.728,11,5,0
13.752,12,5,0
13.776,12,5,0
13.8,12,4,0
13.824,12,4,0
13.848001,11,4,0
13.872,10,4,0
13.896,10,4,0
13.92,10,5,0
13.944,10,5,0
13.968,10,5,0
13.992001,11,5,0
14.016,11,5,0
14.04,11,5,0
14.064,11,5,0
14.088,11,5,0
14.112,11,6,0
14.136,11,6,0
14.16,11,6,0
14.184,11,6,0
14.208,10,6,0
14.232,10,7,0
14.2560005,11,7,0
14.28,11,7,0
14.304,11,7,0
14.328,11,7,0
14.352,11,7,0
14.376,10,7,0
14.400001,10,7,0
14.424,10,7,0
14.448,11,7,0
14.472,11,7,0
14.496,11,7,0
14.52,11,7,0
14.544,11,7,0
14.568,11,7,0
14.592,11,6,0
14.616,11,6,0
14.64,11,6,0
14.6640005,11,6,0
14.688,11,6,0
14.712,11,6,0
14.736,11,6,0
14.76,12,6,0
14.784,12,5,0
14.808001,12,5,0
14.832,12,5,0
14.856,12,5,0
14.88,12,5,0
14.904,12,5,0
14.928,11,5,0
14.952,11,5,0
14.976,11,5,0
15,11,5,0
15.024,12,5,0
15.048,13,5,0
15.0720005,13,5,0
15.096,13,5,0
15.12,12,5,0
15.144,12,5,0
15.168,12,5,0
15.192,12,5,0
15.216001,12,5,0
15.24,12,5,0
15.264,12,5,0
15.288,12,6,0
15.312,12,6,0
15.336,12,6,0
15.360001,12,7,0
15.384,12,7,0
15.408,12,7,0
15.432,12,7,0
15.456,11,7,0
15.4800005,11,7,0
15.504,11,7,0
15.528,11,7,0
15.552,11,7,0
15.576,11,7,0
15.6,11,7,0
15.624001,11,7,0
15.648,11,7,0
15.672,11,7,0
15.696,11,7,0
15.72,11,7,0
15.744,11,7,0
15.768001,11,7,0
15.792,11,6,0
15.816,10,6,0
15.84,10,6,0
15.864,11,6,0
15.8880005,11,6,0
15.912,10,6,0
15.936,10,6,0
15.96,10,6,0
15.984,10,5,0
16.008,11,5,0
16.032,11,5,0
16.056,12,5,0
16.08,12,5,0
16.104,11,4,0
16.128,11,4,0
16.152,10,4,0
16.176,10,4,0
16.2,10,5,0
16.224,10,5,0
16.248,10,5,0
16.272,11,5,0
16.296,11,5,0
16.32,12,5,0
16.344,10,5,0
16.368,10,5,0
16.392,10,5,0
16.416,10,5,0
16.44,10,5,0
16.464,10,5,0
16.488,10,4,0
16.512001,10,5,0
16.536,10,5,0
16.56,10,5,0
16.584,10,5,0
16.608,10,5,0
16.632,10,5,0
16.656,10,5,0
16.68,10,5,0
16.704,10,6,0
16.728,10,6,0
16.752,10,5,0
16.776001,10,5,0
16.8,10,5,0
16.824,9,5,0
16.848,10,5,0
16.872,10,6,0
16.896,10,5,0
16.92,11,5,0
16.944,11,5,0
16.968,11,5,0
16.992,11,4,0
17.016,11,4,0
17.04,10,5,0
17.064001,10,5,0
17.088,11,5,0
17.112,11,6,0
17.136,11,6,0
17.16,11,6,0
17.184,13,6,0
17.208,14,6,0
17.232,14,6,0
17.256,15,6,0
17.28,15,6,0
17.304,15,6,0
17.328001,15,6,0
17.352,14,6,0
17.376,14,6,0
17.4,14,6,0
17.424,15,6,0
17.448,15,6,0
17.472,15,6,0
17.496,15,6,0
17.52,15,6,0
17.544,15,6,0
17.568,15,6,0
17.592001,14,6,0
17.616,14,6,0
17.64,15,6,0
17.664,15,7,0
17.688,15,7,0
17.712,14,7,0
17.736,14,7,0
17.76,14,7,0
17.784,14,7,0
17.808,14,7,0
17.832,15,7,0
17.856,15,7,0
17.880001,15,7,0
17.904,15,7,0
17.928,15,6,0
17.952,14,6,0
17.976,15,6,0
18,15,6,0
18.024,16,6,0
18.048,15,6,0
18.072,15,6,0
18.096,15,6,0
18.12,13,6,0
18.144001,12,6,0
18.168,13,6,0
18.192,14,6,0
18.216,14,6,0
18.24,14,5,0
18.264,13,5,0
18.288,13,5,0
18.312,14,5,0
18.336,14,5,0
18.36,14,5,0
18.384,14,5,0
18.408,14,5,0
18.432,15,5,0
18.456,15,5,0
18.48,14,5,0
18.504,14,5,0
18.528,14,5,0
18.552,15,5,0
18.576,15,6,0
18.6,15,6,0
18.624,15,6,0
18.648,15,6,0
18.672,15,6,0
18.696001,15,5,0
18.72,15,6,0
18.744,15,6,0
18.768,15,6,0
18.792,15,6,0
18.816,16,6,0
18.84,15,6,0
18.864,15,6,0
18.888,15,7,0
18.912,15,7,0
18.936,16,7,0
18.960001,16,6,0
18.984,15,6,0
19.008,15,6,0
19.032,14,6,0
19.056,15,6,0
19.08,16,6,0
19.104,15,6,0
19.128,15,6,0
19.152,15,6,0
19.176,16,6,0
19.2,16,6,0
19.224,16,6,0
19.248001,16,6,0
19.272,14,6,0
19.296,12,6,0
19.32,12,6,0
19.344,12,6,0
19.368,13,5,0
19.392,13,5,0
19.416,14,5,0
19.44,14,5,0
19.464,14,6,0
19.488,13,6,0
19.512001,13,6,0
19.536,13,6,0
19.56,14,6,0
19.584,13,6,0
19.608,13,6,0
19.632,13,7,0
19.656,14,6,0
19.68,13,5,0
19.704,14,5,0
19.728,13,5,0
19.752,14,5,0
19.776001,14,6,0
19.8,14,6,0
19.824,13,6,0
19.848,13,6,0
19.872,13,6,0
19.896,13,6,0
19.92,13,6,0
19.944,13,6,0
19.968,13,6,0
19.992,13,6,0
20.016,13,6,0
20.04,14,6,0
20.064001,13,6,0
20.088,16,6,0
20.112,17,6,0
20.136,16,6,0
20.16,16,5,0
20.184,16,5,0
20.208,18,4,0
20.232,18,4,0
20.256,18,4,0
20.28,17,4,0
20.304,18,4,0
20.328001,17,4,0
20.352,17,4,0
20.376,16,4,0
20.4,14,4,0
20.424,14,4,0
20.448,16,4,0
20.472,16,4,0
20.496,15,4,0
20.52,14,4,0
20.544,15,5,0
20.568,15,5,0
20.592001,15,5,0
20.616001,14,5,0
20.64,14,5,0
20.664,15,5,0
20.688,14,5,0
20.712,14,4,0
20.736,15,4,0
20.76,15,4,0
20.784,16,3,0
20.808,16,3,0
20.832,15,3,0
20.856,15,3,0
20.880001,16,3,0
20.904,16,3,0
20.928,16,3,0
20.952,16,3,0
20.976,16,3,0
21,16,3,0
21.024,16,2,0
21.048,17,2,0
21.072,18,2,0
21.096,19,2,0
21.12,17,2,0
21.144001,16,1,0
21.168,16,2,0
21.192,17,3,0
21.216,17,3,0
21.24,17,3,0
21.264,17,2,0
21.288,17,2,0
21.312,17,2,0
21.336,16,2,0
21.36,16,2,0
21.384,19,2,0
21.408,19,2,0
21.432001,18,2,0
21.456,18,2,0
21.48,16,2,0
21.504,15,2,0
21.528,16,2,0
21.552,16,2,0
21.576,16,2,0
21.6,16,2,0
21.624,17,2,0
21.648,16,2,0
21.672,15,2,0
21.696001,14,2,0
21.72,15,2,0
21.744,16,2,0
21.768,16,2,0
21.792,16,2,0
21.816,16,2,0
21.84,17,2,0
21.864,17,2,0
21.888,17,2,0
21.912,17,2,0
21.936,16,2,0
21.960001,16,2,0
21.984,15,2,0
22.008,12,2,0
22.032,12,2,0
22.056,13,2,0
22.08,13,2,0
22.104,13,2,0
22.128,14,2,0
22.152,14,2,0
22.176,14,1,0
22.2,14,1,0
22.224,15,1,0
22.248001,15,1,0
22.272,15,1,0
22.296,14,1,0
22.32,14,1,0
22.344,11,1,0
22.368,11,1,0
22.392,11,1,0
22.416,11,1,0
22.44,11,1,0
22.464,12,1,0
22.488,12,1,0
22.512001,12,1,0
22.536,12,1,0
22.56,12,1,0
22.584,12,1,0
22.608,12,1,0
22.632,12,1,0
22.656,12,1,0
22.68,10,1,0
22.704,11,1,0
22.728,11,1,0
22.752,11,1,0
22.776001,11,1,0
22.800001,12,1,0
22.824,12,1,0
22.848,12,1,0
22.872,12,1,0
22.896,12,1,0
22.92,12,1,0
22.944,11,1,0
22.968,11,1,0
22.992,9,1,0
23.016,0,0,0
23.04,0,0,0
23.064001,0,0,0
23.088,0,0,0
23.112,0,0,0
23.136,0,0,0
23.16,0,0,0
23.184,0,0,0
23.208,0,0,0
23.232,0,0,0
23.256,0,0,0
23.28,0,0,0
23.304,0,0,0
23.328001,0,0,0
23.352,0,0,0
23.376,0,0,0
23.4,0,0,0
23.424,0,0,0
23.448,0,0,0
23.472,0,0,0
23.496,0,0,0
23.52,0,0,0
23.544,0,0,0
23.568,0,0,0
23.592001,0,0,0
23.616001,0,0,0
23.64,0,0,0
23.664,0,0,0
23.688,0,0,0
23.712,0,0,0
23.736,0,0,0
23.76,0,0,0
23.784,0,0,0
23.808,0,0,0
23.832,0,0,0
23.856,0,0,0
23.880001,0,0,0
23.904,0,0,0
23.928,0,0,0
23.952,0,0,0
23.976,0,0,0
